number,name,year,theme,themeGroup,subtheme,pieces,minifigs,rating,agerange_min,US_retailPrice
3348,Mini Heroes Collection: Rock Raiders #2,2000,Rock Raiders,Action/Adventure,,21,3,0.0,5,
3349,Mini Heroes Collection: Rock Raiders #3,2000,Rock Raiders,Action/Adventure,,26,3,0.0,5,
3350,Three Minifig Pack - City #1,2000,Town,Modern day,City,24,3,0.0,,
3351,Three Minifig Pack - City #2,2000,Town,Modern day,City,21,3,0.0,,
3401,Shoot 'n' Score,2000,Sports,Modern day,Football,22,2,3.2,,
3401,Shoot 'n' Score (Zidane Edition),2000,Sports,Modern day,Football,22,2,3.1,6,
3402,Stand with Lights,2000,Sports,Modern day,Football,62,2,3.7,,
3403,Fans' Grandstand with Scoreboard,2000,Sports,Modern day,Football,81,3,3.6,,
3404,Black Team Bus,2000,Sports,Modern day,Football,127,6,0.0,,
3405,Blue Team Bus,2000,Sports,Modern day,Football,131,6,0.0,,
3406,Americas Team Bus,2000,Sports,Modern day,Football,133,6,3.6,,
3406,French Team Bus,2000,Sports,Modern day,Football,108,6,0.0,,
3407,Red Team Bus,2000,Sports,Modern day,Football,133,6,0.0,,
3408,Super Sports Coverage,2000,Sports,Modern day,Football,222,5,3.6,,
3409,Championship Challenge,2000,Sports,Modern day,Football,294,12,4.0,,
3410,Field Expander,2000,Sports,Modern day,Football,49,4,3.6,,
3411,Team Transport,2000,Sports,Modern day,Football,131,6,0.0,,
3412,Point Shooting,2000,Sports,Modern day,Football,24,1,0.0,,
3413,Goalkeeper,2000,Sports,Modern day,Football,27,1,3.4,,
3414,Precision Shooting,2000,Sports,Modern day,Football,24,1,2.9,,
3439,Spy Runner,2000,Town,Modern day,Special,107,2,0.0,,
3443,LEGO Mosaic,2000,Basic,Basic,Mosaic,2427,,0.0,,
3444,2x4 Ridge Roof Tiles Steep Sloped Black,2000,Bulk Bricks,Basic,,25,,0.0,,
3445,2x4 Ridge Roof Tiles Steep Sloped Red,2000,Bulk Bricks,Basic,,25,,0.0,,
3446,2x2 Window White,2000,Bulk Bricks,Basic,,25,,0.0,,
3447,1x3x4 Wall Element Transparent Blue,2000,Bulk Bricks,Basic,,25,,0.0,,
3448,1x4x5 Black Window Frames with Clear Panes,2000,Bulk Bricks,Basic,,20,,0.0,,
3449,1x4x6 Black Door and Frames with Transparent Blue Panes,2000,Bulk Bricks,Basic,,10,,0.0,,
3450,Statue of Liberty,2000,Advanced models,Model making,Landmarks,2882,,4.4,14,
3453,2x2 Black Bricks,2000,Bulk Bricks,Basic,,100,,0.0,,
3454,2x2 Light Grey Bricks,2000,Bulk Bricks,Basic,,100,,0.0,,
3455,2x2 White Bricks,2000,Bulk Bricks,Basic,,100,,0.0,,
3456,2x2 Dark Green Bricks,2000,Bulk Bricks,Basic,,100,,0.0,,
3457,2x2 Red Bricks,2000,Bulk Bricks,Basic,,100,,0.0,,
3458,2x4 Black Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,6.99
3459,2x4 Light Grey Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,
3460,2x4 White Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,
3461,2x4 Dark Green Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,6.99
3462,2x4 Red Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,6.99
3463,2x8 Black Bricks,2000,Bulk Bricks,Basic,,25,,0.0,,
3464,2x8 Light Grey Bricks,2000,Bulk Bricks,Basic,,25,,0.0,,
3465,2x8 White Bricks,2000,Bulk Bricks,Basic,,25,,0.0,,
3466,2x8 Dark Green Bricks,2000,Bulk Bricks,Basic,,25,,0.0,,
3467,2x8 Red Bricks,2000,Bulk Bricks,Basic,,25,,0.0,,
3468,1x4 Black Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,
3469,1x4 Light Grey Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,
3470,1x4 White Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,5.99
3471,1x4 Dark Green Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,
3472,1x4 Red Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,
3473,1x6 Black Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,
3474,1x6 Light Grey Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,
3475,1x6 White Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,
3476,1x6 Dark Green Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,
3477,1x6 Red Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,
3478,1x8 Black Bricks,2000,Bulk Bricks,Basic,,25,,0.0,,
3479,1x8 Light Grey Bricks,2000,Bulk Bricks,Basic,,25,,0.0,,
3480,1x8 White Bricks,2000,Bulk Bricks,Basic,,25,,0.0,,
3481,1x8 Dark Green Bricks,2000,Bulk Bricks,Basic,,25,,0.0,,
3482,1x8 Red Bricks,2000,Bulk Bricks,Basic,,25,,0.0,,
3483,2x4 Black Plates,2000,Bulk Bricks,Basic,,100,,0.0,,
3484,2x4 White Plates,2000,Bulk Bricks,Basic,,100,,0.0,,
3485,2x4 Red Plates,2000,Bulk Bricks,Basic,,100,,0.0,,8.99
3486,1x6 Black Plates,2000,Bulk Bricks,Basic,,50,,0.0,,
3487,1x6 White Plates,2000,Bulk Bricks,Basic,,50,,0.0,,
3488,1x6 Red Plates,2000,Bulk Bricks,Basic,,50,,0.0,,
3489,2x8 Black Plates,2000,Bulk Bricks,Basic,,25,,0.0,,4.99
3490,2x8 White Plates,2000,Bulk Bricks,Basic,,25,,0.0,,
3491,2x8 Red Plates,2000,Bulk Bricks,Basic,,25,,0.0,,
3492,2x2 Black Smooth Tiles,2000,Bulk Bricks,Basic,,100,,0.0,,
3493,2x2 White Smooth Tiles,2000,Bulk Bricks,Basic,,100,,0.0,,
3494,2x2 Red Smooth Tiles,2000,Bulk Bricks,Basic,,100,,0.0,,
3495,2x2 Roof Tiles Steep Sloped Black,2000,Bulk Bricks,Basic,,100,,0.0,,
3496,2x2 Roof Tiles Steep Sloped Red,2000,Bulk Bricks,Basic,,100,,0.0,,
3497,2x4 Roof Tiles Steep Sloped Black,2000,Bulk Bricks,Basic,,50,,0.0,,
3498,2x4 Roof Tiles Steep Sloped Red,2000,Bulk Bricks,Basic,,50,,0.0,,
3499,Small Spruce Tree,2000,Bulk Bricks,Basic,,25,,0.0,5,
3723,LEGO Mini-Figure,2000,Advanced models,Model making,Sculptures,1849,,4.2,12,
3725,1x2 Light Grey Bricks,2000,Bulk Bricks,Basic,,100,,0.0,,
3726,1x2 Dark Grey Bricks,2000,Bulk Bricks,Basic,,100,,0.0,,
3727,1x2 Tan Bricks,2000,Bulk Bricks,Basic,,100,,0.0,,
3729,2x4 Dark Grey Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,
3730,2x4 Tan Bricks,2000,Bulk Bricks,Basic,,50,,0.0,,
3731,Pumpkin Pack,2000,Bulk Bricks,Basic,Seasonal,87,,0.0,,9.99
3732,Castle Expander Pack,2000,Bulk Bricks,Basic,Castle,24,,0.0,,4.99
3733,Grey Train Windows with Panes,2000,Bulk Bricks,Basic,Trains,20,,0.0,4,
3734,Blue Train Windows with Panes,2000,Bulk Bricks,Basic,Trains,20,,0.0,,5.99
3735,Grey Train Doors with Panes,2000,Bulk Bricks,Basic,Trains,20,,0.0,4,
3736,Blue Train Doors with Panes,2000,Bulk Bricks,Basic,Trains,20,,0.0,,
3737,Train Accessories,2000,Bulk Bricks,Basic,Trains,15,,0.0,,
3738,Spruce Tree Large 2 1/2,2000,Bulk Bricks,Basic,,10,,0.0,,
3801,Ultimate Accessory Set,2000,Mindstorms,Technical,1.5,45,,0.0,,
3900,Bracelet,2000,Scala,Girls,Dolls,20,,0.0,,
4006,Brick Tricks: Cool Cars,2000,Books,Miscellaneous,LEGO,,,0.0,,
4007,Brick Tricks: Fantastic Fliers,2000,Books,Miscellaneous,LEGO,,,0.0,,
4122,"Basic Building Set, 4+",2000,Basic,Basic,,201,,0.0,,
4164,Mickey's Fire Engine,2000,Mickey Mouse,Junior,,26,1,2.8,4,
4165,Minnie's Birthday Party,2000,Mickey Mouse,Junior,,82,2,0.0,4,
4166,Mickey's Car Garage,2000,Mickey Mouse,Junior,,86,1,0.0,4,
4167,Mickey's Mansion,2000,Mickey Mouse,Junior,,119,2,0.0,4,
4178,Mickey's Fishing Adventure,2000,Mickey Mouse,Junior,,104,2,0.0,4,
4249,Suitcase Set,2000,Basic,Basic,,256,1,0.0,5,
4287,Medium Bucket,2000,Duplo,Pre-school,,50,,0.0,,
4801,Defense Archer,2000,Castle,Historical,Knights' Kingdom I,15,1,3.3,,
4806,Axe Cart,2000,Castle,Historical,Knights' Kingdom I,28,1,3.4,,
4807,Fire Attack,2000,Castle,Historical,Knights' Kingdom I,24,1,3.0,,
4811,Defense Archer,2000,Castle,Historical,Knights' Kingdom I,15,1,3.7,,
4816,Knights' Catapult,2000,Castle,Historical,Knights' Kingdom I,50,2,3.8,,
4817,Dungeon,2000,Castle,Historical,Knights' Kingdom I,38,2,3.5,,
4818,Dragon Rider,2000,Castle,Historical,Knights' Kingdom I,11,1,4.0,,
4819,Bulls' Attack Wagon,2000,Castle,Historical,Knights' Kingdom I,49,2,3.2,,
4824,"Duplo Bucket, Medium",2000,Duplo,Pre-school,,49,1,0.0,,
4839,Duplo Bucket,2000,Duplo,Pre-school,,69,,0.0,,
5206,Speed Computer,2000,Technic,Technical,,19,,0.0,,
5218,Pneumatic Pack,2000,Technic,Technical,,147,,0.0,,
5219,Silver Wheel Multi Pack,2000,Technic,Technical,,28,,0.0,,
5220,Vehicle Styling Pack,2000,Technic,Technical,,221,,0.0,,
5221,Motorised Base Pack,2000,Technic,Technical,,55,,0.0,,
5222,Vehicle Chassis Pack,2000,Technic,Technical,,137,,0.0,,
5823,The Good Fairy's Bedroom,2000,Belville,Girls,Fairy-Tale,35,1,0.0,,
5824,The Good Fairy's House,2000,Belville,Girls,Fairy-Tale,66,1,0.0,,
5825,Stella and the Fairy,2000,Belville,Girls,Fairy-Tale,54,2,0.0,,
5826,The Queen's Room,2000,Belville,Girls,Fairy-Tale,79,1,0.0,,
5827,Royal Coach,2000,Belville,Girls,Fairy-Tale,83,3,0.0,,
5903,Johnny Thunder and Baby T,2000,Adventurers,Historical,Dino Island,23,1,3.4,,
5904,Microcopter,2000,Adventurers,Historical,Dino Island,28,1,0.0,,
5911,Johnny Thunder's Plane,2000,Adventurers,Historical,Dino Island,22,1,3.0,,
5912,Mike's Swamp Boat,2000,Adventurers,Historical,Dino Island,19,1,3.0,,
5913,Dr. Kilroy's Car,2000,Adventurers,Historical,Dino Island,21,1,3.4,,
5914,Sam Sinister and Baby T,2000,Adventurers,Historical,Dino Island,21,1,3.1,,
5920,Island Racer,2000,Adventurers,Historical,Dino Island,50,1,3.9,,
5921,Research Glider,2000,Adventurers,Historical,Dino Island,57,1,3.4,,
5934,Dino Explorer,2000,Adventurers,Historical,Dino Island,88,2,4.0,6,
5935,Island Hopper,2000,Adventurers,Historical,Dino Island,205,1,4.1,,
5955,All Terrain Trapper,2000,Adventurers,Historical,Dino Island,185,3,3.8,,
5975,T-Rex Transport,2000,Adventurers,Historical,Dino Island,321,5,4.0,,
5987,Dino Research Compound,2000,Adventurers,Historical,Dino Island,617,6,4.1,,
6026,King Leo,2000,Castle,Historical,Knights' Kingdom I,21,2,3.4,,
6032,Catapult Crusher,2000,Castle,Historical,Knights' Kingdom I,56,1,3.7,,
6091,King Leo's Castle,2000,Castle,Historical,Knights' Kingdom I,529,8,3.9,,
6094,Guarded Treasure,2000,Castle,Historical,Knights' Kingdom I,103,2,3.5,,
