number,name,year,theme,themeGroup,subtheme,pieces,minifigs,rating,agerange_min,US_retailPrice
912307,Scout Trooper,2023,Star Wars,Licensed,Magazine Gift,5,1,4.0,,
912308,AT-TE,2023,Star Wars,Licensed,Magazine Gift,62,,4.0,,
912309,Stormtrooper,2023,Star Wars,Licensed,Magazine Gift,5,1,4.0,,
912310,C-3PO & Gonk Droid,2023,Star Wars,Licensed,Magazine Gift,15,2,4.0,,
912311,TIE Advanced,2023,Star Wars,Licensed,Magazine Gift,29,,3.4,,
912312,Yoda's Jedi Starfighter,2023,Star Wars,Licensed,Magazine Gift,36,,0.0,,
912313,Republic Fighter Tank,2023,Star Wars,Licensed,Magazine Gift,44,,3.4,6,
912401,Mandalorian Pilot,2023,Star Wars,Licensed,Magazine Gift,15,1,3.9,,
952302,Police Buggy,2023,City,Modern day,Magazine Gift,26,1,0.0,,
952303,Worker with Lawnmower,2023,City,Modern day,Magazine Gift,31,1,0.0,,
952304,Policeman and Crook with ATM,2023,City,Modern day,Magazine Gift,17,2,0.0,,
952305,Building Team with Tools,2023,City,Modern day,Magazine Gift,19,2,0.0,6,
952306,Airport Worker with Service Car,2023,City,Modern day,Magazine Gift,25,1,0.0,,
952307,Policeman with Jet,2023,City,Modern day,Magazine Gift,21,1,0.0,,
952308,Stuntman with Quad Bike,2023,City,Modern day,Magazine Gift,27,1,0.0,,
952309,Explorer with Water Scooter,2023,City,Modern day,Magazine Gift,24,1,0.0,6,
952310,Builder with Digger,2023,City,Modern day,Magazine Gift,21,1,0.0,,
952311,Diver with Underwater Scooter,2023,City,Modern day,Magazine Gift,27,1,0.0,,
952312,Snowmobile,2023,City,Modern day,Magazine Gift,21,1,0.0,,
952401,Builder with Crane,2023,City,Modern day,Magazine Gift,29,1,0.0,,
2000480,Personal Learning Kit,2023,Education,Educational,BricQ,107,1,0.0,,
4000040,LEGO Fire Engine,2023,Miscellaneous,Miscellaneous,LEGO Inside Tour Exclusive,,,0.0,10,
4000041,LEGO MRI Scanner,2023,Miscellaneous,Miscellaneous,,559,,0.0,10,
4002023,Gingerbread House,2023,Miscellaneous,Miscellaneous,Employee gift,1464,4,0.0,10,
5007594,Anniversary Red Brick,2023,Promotional,Miscellaneous,LEGO brand stores,73,,0.0,6,
5007710,LEGO Advent Calendar,2023,Books,Miscellaneous,Studio Fun International,,,0.0,,24.99
5007866,Taco stand,2023,Promotional,Miscellaneous,LEGO brand stores,118,1,0.0,,
5007869,Cassette Player,2023,Promotional,Miscellaneous,Insiders Reward,145,,0.0,10,
5007871,The Mysteries of Play,2023,Miscellaneous,Miscellaneous,LEGO internal,122,,0.0,18,
5007872,Lucas Yoda Fountain,2023,Star Wars,Licensed,Employee gift,152,,0.0,10,
5007942,Car Racing,2023,Promotional,Miscellaneous,Toys R Us,50,,0.0,6,
5007958,I Heart LEGO Store Battersea Tile,2023,Promotional,Miscellaneous,LEGO brand stores,1,,0.0,,
5008074,Grey Castle set,2023,Promotional,Miscellaneous,Insiders Reward,112,4,4.1,10,
5008076,LEGO Marvel Taxi,2023,Marvel Super Heroes,Licensed,Promotional,150,4,3.6,10,
5008130,World Play Day 2023,2023,Promotional,Miscellaneous,LEGO brand stores,103,,0.0,,
5008141,LEGO 2024 Wall Calendar,2023,Books,Miscellaneous,Calendars,,,0.0,,16.99
5008142,LEGO Minifigure-a-Day 2024 Daily Calendar,2023,Books,Miscellaneous,Calendars,,,0.0,,15.99
5008257,Llama,2023,Fortnite,Licensed,Promotional,61,,0.0,6,
5008303,LEGO Minifigure Photography,2023,Books,Miscellaneous,Klutz,30,,0.0,7,24.99
6385893,LEGO Masters gift,2023,Promotional,Miscellaneous,Miscellaneous,107,,0.0,10,
6424711,Amsterdam Tile,2023,Promotional,Miscellaneous,LEGO brand stores,1,,0.0,,
6424718,Paris Tile,2023,Promotional,Miscellaneous,LEGO brand stores,1,,0.0,,
6435196,Fantasy Adventure Ride,2023,Promotional,Miscellaneous,VIP Reward,168,,0.0,10,
6435198,Fantasy Adventure Ride,2023,Promotional,Miscellaneous,VIP Reward,168,,0.0,10,
6435201,Space Adventure Ride,2023,Promotional,Miscellaneous,VIP Reward,168,1,4.0,10,
6435202,Space Adventure Ride,2023,Promotional,Miscellaneous,VIP Reward,168,1,3.7,10,
6444659,God of Fortune,2023,Seasonal,Miscellaneous,Chinese Traditional Festival,132,,0.0,10,
6444778,LNY23 4in1 and Lion Dance,2023,Promotional,Miscellaneous,LEGO brand stores,,,0.0,,
6446167,Anniversary Red Brick,2023,Promotional,Miscellaneous,LEGO brand stores,73,,0.0,6,
6453061,Rabbit,2023,Promotional,Miscellaneous,LEGO brand stores,32,,0.0,6,
6453332,Rose,2023,Promotional,Miscellaneous,LEGO brand stores,23,,0.0,6,
6464602,Cake,2023,Promotional,Miscellaneous,LEGO brand stores,36,,0.0,,
6465380,Friends Heart Box,2023,Friends,Modern day,Promotional,36,,0.0,,
6469488,Taco stand,2023,Promotional,Miscellaneous,LEGO brand stores,118,,0.0,,
6470860,Disney Mini Castle,2023,Promotional,Miscellaneous,LEGO brand stores,60,,0.0,,
6471330,Crocktruck,2023,Dreamzzz,Action/Adventure,Promotional,66,,0.0,7,
6471331,Space Bus,2023,Dreamzzz,Action/Adventure,Promotional,48,,0.0,7,
6471332,Turtle Van,2023,Dreamzzz,Action/Adventure,Promotional,42,,0.0,6,
6471612,Tape Player,2023,Promotional,Miscellaneous,Insiders Reward,145,,0.0,10,
6472282,Car Racing,2023,Miscellaneous,Miscellaneous,,50,,0.0,,
6475276,Gaming,2023,Promotional,Miscellaneous,Toys R Us,,,0.0,,
6475319,Baking,2023,Promotional,Miscellaneous,Toys R Us,,,0.0,,
6475320,Bowling,2023,Promotional,Miscellaneous,Toys R Us,,,0.0,,
6475321,Music,2023,Promotional,Miscellaneous,Toys R Us,,,0.0,,
6475323,Camping,2023,Promotional,Miscellaneous,Toys R Us,,,0.0,,
6476267,Star Wars Celebration Europe 2023 Promotional Tile,2023,Star Wars,Licensed,Promotional,1,,0.0,,
6476369,Tyrannosaurus,2023,Jurassic World,Licensed,,44,,0.0,,
6479597,Battersea Power Station,2023,Promotional,Miscellaneous,LEGO brand stores,45,,0.0,,
6481367,Gaming,2023,Promotional,Miscellaneous,Toys R Us,,,0.0,,
6481368,Baking,2023,Promotional,Miscellaneous,Toys R Us,,,0.0,,
6481370,Music,2023,Promotional,Miscellaneous,Toys R Us,,,0.0,,
6481371,Camping,2023,Promotional,Miscellaneous,Toys R Us,,,0.0,,
6482525,Wand,2023,Harry Potter,Licensed,Promotional,26,,0.0,,
6484261,Baby Riyu,2023,Ninjago,Action/Adventure,Promotional,1,,0.0,,
6485232,Santa,2023,Promotional,Miscellaneous,LEGO brand stores,,,0.0,,
6485233,Snowman,2023,Promotional,Miscellaneous,LEGO brand stores,25,,0.0,,
6485744,Z-Blob M&T,2023,Dreamzzz,Action/Adventure,Promotional,43,,0.0,7,
6485747,Bunchu M&T,2023,Dreamzzz,Action/Adventure,Promotional,34,,0.0,7,
6487474,Buildable Grey Castle,2023,Promotional,Miscellaneous,Insiders Reward,112,,0.0,10,
6487475,Mexico Postcard,2023,Promotional,Miscellaneous,LEGO brand stores,107,,0.0,,
6487483,Taxi,2023,Marvel Super Heroes,Licensed,Promotional,150,,0.0,10,
6490363,By the Fireplace,2023,Seasonal,Miscellaneous,Christmas,148,,0.0,10,
6491112,Black Cat,2023,Promotional,Miscellaneous,LEGO brand stores,26,,0.0,,
6495154,LEGO Masters Mini Trophy,2023,Promotional,Miscellaneous,Miscellaneous,150,,0.0,,
6501119,I Heart LEGO Store Manchester Tile,2023,Promotional,Miscellaneous,LEGO brand stores,1,,0.0,,
6501726,Shamrock,2023,Promotional,Miscellaneous,LEGO brand stores,50,,0.0,,
ARCADE,Arcade driving game,2023,Promotional,Miscellaneous,LEGO brand stores,,,0.0,,
BLOCKS099,Blocks magazine issue 99,2023,Books,Miscellaneous,Magazines/Blocks,,,0.0,,
BLOCKS100,Blocks magazine issue 100,2023,Books,Miscellaneous,Magazines/Blocks,,,0.0,,
BLOCKS101,Blocks magazine issue 101,2023,Books,Miscellaneous,Magazines/Blocks,,,0.0,,
BLOCKS102,Blocks magazine issue 102,2023,Books,Miscellaneous,Magazines/Blocks,,,0.0,,
BLOCKS103,Blocks magazine issue 103,2023,Books,Miscellaneous,Magazines/Blocks,,,0.0,,
BLOCKS104,Blocks magazine issue 104,2023,Books,Miscellaneous,Magazines/Blocks,,,0.0,,
BLOCKS105,Blocks magazine issue 105,2023,Books,Miscellaneous,Magazines/Blocks,,,0.0,,
BLOCKS106,Blocks magazine issue 106,2023,Books,Miscellaneous,Magazines/Blocks,,,0.0,,
BLOCKS107,Blocks magazine issue 107,2023,Books,Miscellaneous,Magazines/Blocks,,,0.0,,
BLOCKS108,Blocks magazine issue 108,2023,Books,Miscellaneous,Magazines/Blocks,,,0.0,,
BLOCKS109,Blocks magazine issue 109,2023,Books,Miscellaneous,Magazines/Blocks,,,0.0,,
BLOCKS110,Blocks magazine issue 110,2023,Books,Miscellaneous,Magazines/Blocks,,,0.0,,
BLOCKS111,Blocks magazine issue 111,2023,Books,Miscellaneous,Magazines/Blocks,,,0.0,,
BLOCKSBOOK1,Blocks Book of Retro LEGO Sets,2023,Books,Miscellaneous,Magazines/Blocks,,,0.0,,
BNJOL,Jack-o'-lantern,2023,Seasonal,Miscellaneous,Halloween,113,,0.0,,
BRICKJOURNAL078,BrickJournal Issue 78,2023,Books,Miscellaneous,Magazines/BrickJournal,,,0.0,,
BRICKJOURNAL079,BrickJournal Issue 79,2023,Books,Miscellaneous,Magazines/BrickJournal,,,0.0,,
BRICKJOURNAL080,BrickJournal Issue 80,2023,Books,Miscellaneous,Magazines/BrickJournal,,,0.0,,
BRICKJOURNAL081,BrickJournal Issue 81,2023,Books,Miscellaneous,Magazines/BrickJournal,,,0.0,,
BRICKJOURNAL082,BrickJournal Issue 82,2023,Books,Miscellaneous,Magazines/BrickJournal,,,0.0,,
BRICKTALES1,Desert Market Stall,2023,Miscellaneous,Miscellaneous,Pick a Brick Model/Brick Tales,,,0.0,,
BRICKTALES2,Medieval Throne,2023,Miscellaneous,Miscellaneous,Pick a Brick Model/Brick Tales,,,0.0,,
BRICKTALES3,City Racer,2023,Miscellaneous,Miscellaneous,Pick a Brick Model/Brick Tales,,,0.0,,
CAMERA,LEGO Lates Camera,2023,Promotional,Miscellaneous,LEGO brand stores,45,,0.0,,
CLAPBOARD,LEGO Lates Clapboard,2023,Promotional,Miscellaneous,LEGO brand stores,18,,0.0,,
DS2023,Cosmic Daydreams,2023,Miscellaneous,Miscellaneous,LEGO Internal,148,8,0.0,,
FD2023,Family Days 2023 Promotional Brick,2023,Miscellaneous,Miscellaneous,LEGO internal,1,,0.0,,
FNIK,LEGO Fortnite Influencer Kit,2023,Fortnite,Licensed,Promotional,1450,,0.0,10,
IDEASPAB1,Billboard Fun,2023,Miscellaneous,Miscellaneous,Pick a Brick model/Ideas,,,0.0,,
IDEASPAB2,Cyber Explorers,2023,Miscellaneous,Miscellaneous,Pick a Brick model/Ideas,,,0.0,,
IDEASPAB3,4-Season Greenhouse,2023,Miscellaneous,Miscellaneous,Pick a Brick model/Ideas,,,0.0,,
IDEASPAB4,Market Magic,2023,Miscellaneous,Miscellaneous,Pick a Brick model/Ideas,,,0.0,,
IDEASPAB5,Modular Racers,2023,Miscellaneous,Miscellaneous,Pick a Brick model/Ideas,,,0.0,,
IDEASPAB6,Garden Dreams,2023,Miscellaneous,Miscellaneous,Pick a Brick model/Ideas,,,0.0,,
IDEASPAB7,Brick-quarium,2023,Miscellaneous,Miscellaneous,Pick a Brick model/Ideas,,,0.0,,
ISBN9780241531631,LEGO Star Wars Galaxy Mission,2023,Books,Miscellaneous,Dorling Kindersley,18,1,0.0,,
ISBN9780241542460,Build Your Own LEGO Escape Room,2023,Books,Miscellaneous,Dorling Kindersley,49,,0.0,9,
ISBN9780241598245,The Big Book of LEGO Facts,2023,Books,Miscellaneous,Dorling Kindersley,,,0.0,7,
ISBN9780241602942,Ideas on the Go,2023,Books,Miscellaneous,Dorling Kindersley,32,,0.0,6,
ISBN9780241608821,The LEGO Christmas Games Book,2023,Books,Miscellaneous,Dorling Kindersley,60,,0.0,6,
ISBN9780241610589,LEGO Harry Potter Ideas Book,2023,Books,Miscellaneous,Dorling Kindersley,,,0.0,,
ISBN9780241621424,LEGO Marvel: Visual Dictionary,2023,Books,Miscellaneous,Dorling Kindersley,5,1,4.3,,
ISBN9780744081756,"LEGO Harry Potter: Character Encyclopedia, New Edition",2023,Books,Miscellaneous,Dorling Kindersley,6,,0.0,,
ISBN9780744084641,"LEGO NINJAGO: Secret World of the Ninja, New Edition",2023,Books,Miscellaneous,Dorling Kindersley,6,1,0.0,,
ISBN9781041502899,Mini Modulars: Around The World,2023,Books,Miscellaneous,,,,0.0,,
ISBN9781452182339,LEGO Heroes,2023,Books,Miscellaneous,Chronicle,,,0.0,,
ISBN9781484287767,The Art of Virtual LEGO Design: Design LEGO Models using Studio 2.0,2023,Books,Miscellaneous,Apress,,,0.0,,
ISBN9781506725185,LEGO Space: 1978-1992,2023,Books,Miscellaneous,Dark Horse,,,0.0,12,
ISBN9781718500846,The LEGO Lighting Book,2023,Books,Miscellaneous,No Starch Press,,,0.0,,
ISBN9781780559520,DC Super Heroes: Batman vs. Harley Quinn,2023,Books,Miscellaneous,Buster Books,12,,0.0,,
ISBN9781780559773,Harry Potter: Magical Year at Hogwarts,2023,Books,Miscellaneous,Buster Books,70,,0.0,,
ISBN9781911668442,The Bricktionary: Brickman's ultimate LEGO A-Z,2023,Books,Miscellaneous,Murdoch Books,,,0.0,,
ISBN9783864909528,Das LEGO-Kugelbahn-Handbuch: Ideen und Techniken für eigene GBC-Module,2023,Books,Miscellaneous,Dpunkt,,,0.0,,
MODULAR1,Winter Modular,2023,Miscellaneous,Miscellaneous,Pick a Brick Model/Modular,150,,0.0,,
MODULAR2,Construction Modular,2023,Miscellaneous,Miscellaneous,Pick a Brick Model/Modular,150,,0.0,,
MODULAR3,Wig Stand Modular,2023,Miscellaneous,Miscellaneous,Pick a Brick Model/Modular,150,,0.0,,
NL2023,Green Yoshi,2023,Super Mario,Licensed,Promotional,31,,0.0,,
NL2023,Pink Yoshi,2023,Super Mario,Licensed,Promotional,31,,0.0,,
SDCC2023,Brickbuster Video minifigure,2023,Promotional,Miscellaneous,Minifigure,4,,0.0,,
SONICIK,LEGO Sonic the Hedgehog Influencer Kit,2023,Sonic the Hedgehog,Licensed,Promotional,615,,0.0,8,
10326,Natural History Museum,2024,Icons,Model making,Modular Buildings Collection,4014,9,4.2,18,299.99
10327,Dune Atreides Royal Ornithopter,2024,Icons,Model making,Dune,1369,8,4.6,18,164.99
10328,Bouquet of Roses,2024,Icons,Model making,Botanical Collection,822,,4.0,18,59.99
10329,Tiny Plants,2024,Icons,Model making,Botanical Collection,758,,4.3,18,49.99
10330,McLaren MP4/4 & Ayrton Senna,2024,Icons,Model making,Formula 1,693,1,4.2,18,79.99
10331,Kingfisher,2024,Icons,Model making,Miscellaneous,834,,4.3,18,49.99
10332,Medieval Town Square,2024,Icons,Model making,Castle System,3304,8,4.2,18,229.99
10333,The Lord of the Rings: Barad-dûr,2024,Icons,Model making,The Lord of the Rings,5471,11,4.6,18,459.99
10334,Retro Radio,2024,Icons,Model making,Miscellaneous,906,,4.5,18,99.99
10335,The Endurance,2024,Icons,Model making,Miscellaneous,3011,,4.5,18,269.99
10337,Lamborghini Countach 5000 Quattrovalvole,2024,Icons,Model making,Vehicles,1506,,4.3,18,179.99
10338,Bumblebee,2024,Icons,Model making,Transformers,950,,3.9,18,89.99
10339,Santa's Post Office,2024,Icons,Model making,Winter Village Collection,1440,5,3.9,18,99.99
10340,Wreath,2024,Icons,Model making,Botanical Collection,1194,,3.9,18,99.99
10341,NASA Artemis Space Launch System,2024,Icons,Model making,Space,3601,,4.2,18,259.99
10368,Chrysanthemum,2024,Icons,Model making,Botanical Collection,278,,4.2,18,29.99
10369,Plum Blossom,2024,Icons,Model making,Botanical Collection,327,,4.2,18,29.99
10370,Poinsettia,2024,Icons,Model making,Botanical Collection,608,,4.1,18,49.99
10391,Over the Moon with Pharrell Williams,2024,Icons,Model making,Miscellaneous,966,2,0.0,18,109.99
10412,Animal Train,2024,Duplo,Pre-school,Farm,19,,0.0,,19.99
10413,Daily Routines: Bath Time,2024,Duplo,Pre-school,Daily Routines,15,,0.0,,9.99
10414,Daily Routines: Eating & Bedtime,2024,Duplo,Pre-school,Daily Routines,28,,0.0,,29.99
10415,Big Feelings & Emotions,2024,Duplo,Pre-school,Understanding Feelings,23,,0.0,,29.99
10416,Caring for Animals at the Farm,2024,Duplo,Pre-school,Farm,74,2,0.0,2,49.99
10417,Mack at the Race,2024,Duplo,Pre-school,Cars,14,1,0.0,2,19.99
10418,Elsa & Bruni in the Enchanted Forest,2024,Duplo,Pre-school,Frozen II,31,1,0.0,2,29.99
10419,Caring for Bees & Beehives,2024,Duplo,Pre-school,Farm,22,2,0.0,2,19.99
10420,Ariel and Flounder's Café Stand,2024,Duplo,Pre-school,Ariel,22,1,0.0,2,19.99
10421,Alphabet Truck,2024,Duplo,Pre-school,,36,2,0.0,2,39.99
10422,3in1 Space Shuttle Adventure,2024,Duplo,Pre-school,Space,58,2,0.0,3,59.99
10423,Buildable People with Big Emotions,2024,Duplo,Pre-school,Understanding Feelings,71,,0.0,3,49.99
10424,Spin's Motorcycle Adventure,2024,Duplo,Pre-school,Spidey and His Amazing Friends,24,1,0.0,2,19.99
10431,Peppa Pig Garden and Tree House,2024,Duplo,Pre-school,Peppa Pig,20,2,0.0,2,19.99
10432,Peppa Pig Boat Trip,2024,Duplo,Pre-school,Peppa Pig,23,2,0.0,2,29.99
10433,Peppa Pig Birthday House,2024,Duplo,Pre-school,Peppa Pig,59,3,0.0,2,39.99
10434,Peppa Pig Supermarket,2024,Duplo,Pre-school,Peppa Pig,70,4,0.0,2,69.99
10435,Ariel's Magical Underwater Palace,2024,Duplo,Pre-school,Ariel,116,2,0.0,2,79.99
10438,Visit to the Vet Clinic,2024,Duplo,Pre-school,,28,1,0.0,2,19.99
10439,Cars and Trucks Brick Box,2024,Duplo,Pre-school,,80,2,0.0,,49.99
10792,Drill Spinner Vehicle,2024,Marvel Super Heroes,Licensed,Spidey and His Amazing Friends,58,2,2.9,4,9.99
10793,Spidey vs. Green Goblin ,2024,Marvel Super Heroes,Licensed,Spidey and His Amazing Friends,84,3,0.0,4,19.99
10794,Team Spidey Web Spinner Headquarters,2024,Marvel Super Heroes,Licensed,Spidey and His Amazing Friends,193,5,0.0,4,54.99
10795,Crafting with Baby Box,2024,Gabby's Dollhouse,Licensed,TV Series,60,2,0.0,4,14.99
10796,Gabby's Kitty Care Ear,2024,Gabby's Dollhouse,Licensed,TV Series,165,6,0.0,4,39.99
10797,Gabby's Party Room,2024,Gabby's Dollhouse,Licensed,TV Series,252,4,0.0,4,49.99
11034,Creative Pets,2024,Classic,Basic,Creative,450,,0.0,5,34.99
11035,Creative Houses,2024,Classic,Basic,Creative,850,,0.0,4,54.99
11036,Creative Vehicles,2024,Classic,Basic,Creative,900,,0.0,5,54.99
11037,Creative Space Planets,2024,Classic,Basic,Creative,450,,0.0,5,34.99
11038,Vibrant Creative Brick Box,2024,Classic,Basic,Creative Box,850,,0.0,4,59.99
11989,Parts for Monkey Palace game,2024,Miscellaneous,Miscellaneous,,231,,0.0,,
21061,Notre-Dame de Paris,2024,Architecture,Model making,Landmark Series,4383,,4.5,18,229.99
21251,Steve's Desert Expedition,2024,Minecraft,Licensed,Minifig-scale,75,1,3.7,6,10.99
21252,The Armory,2024,Minecraft,Licensed,Minifig-scale,203,2,3.7,7,19.99
21253,The Animal Sanctuary,2024,Minecraft,Licensed,Minifig-scale,206,2,3.8,7,19.99
21254,The Turtle Beach House,2024,Minecraft,Licensed,Minifig-scale,234,2,3.9,8,26.99
21255,The Nether Portal Ambush,2024,Minecraft,Licensed,Minifig-scale,352,1,3.9,8,37.99
21256,The Frog House,2024,Minecraft,Licensed,Minifig-scale,400,3,0.0,8,54.99
21257,The Devourer Showdown,2024,Minecraft,Licensed,Minifig-scale,420,4,0.0,8,44.99
21259,The Pirate Ship Voyage ,2024,Minecraft,Licensed,Minifig-scale,166,2,4.1,8,14.99
21260,The Cherry Blossom Garden,2024,Minecraft,Licensed,Minifig-scale,304,2,4.2,8,27.99
21261,The Wolf Stronghold,2024,Minecraft,Licensed,Minifig-scale,312,3,0.0,8,34.99
21262,The Windmill Farm,2024,Minecraft,Licensed,Minifig-scale,462,3,0.0,8,54.99
21263,The Badlands Mineshaft,2024,Minecraft,Licensed,Minifig-scale,538,3,4.2,8,59.99
21264,The Ender Dragon and End Ship,2024,Minecraft,Licensed,Minifig-scale,657,3,0.0,8,79.99
21265,The Crafting Table,2024,Minecraft,Licensed,Microscale,1195,6,4.5,18,89.99
21281,Baby Pig's Birthday Celebration,2024,Minecraft,Licensed,Miscellaneous,351,,0.0,8,19.99
21345,Polaroid OneStep SX-70 Camera,2024,Ideas,Miscellaneous,Licensed,516,,3.9,18,79.99
21346,Family Tree,2024,Ideas,Miscellaneous,,1040,,3.6,18,79.99
21347,Red London Telephone Box,2024,Ideas,Miscellaneous,Licensed,1460,,4.2,18,114.99
21348,Dungeons & Dragons: Red Dragon's Tale,2024,Ideas,Miscellaneous,Licensed,3745,11,4.5,18,359.99
21349,Tuxedo Cat,2024,Ideas,Miscellaneous,,1710,,4.5,18,99.99
21350,Jaws,2024,Ideas,Miscellaneous,Licensed,1497,3,4.4,18,149.99
21351,Disney Tim Burton's The Nightmare Before Christmas,2024,Ideas,Miscellaneous,Licensed,2193,8,4.3,18,199.99
21352,Magic of Disney,2024,Ideas,Miscellaneous,Licensed,1103,4,3.4,18,99.99
21353,The Botanical Garden,2024,Ideas,Miscellaneous,,3792,12,4.5,18,329.99
30658,Mobile Music Trailer,2024,Friends,Modern day,Music,56,1,3.2,5,
30659,Flower Garden,2024,Friends,Modern day,Miscellaneous,64,,3.7,5,
30660,Zoey's Dream Jet Pack Booster,2024,Dreamzzz,Action/Adventure,Season 2: Night of the Never Witch,37,1,3.3,7,
30661,Asha's Welcome Booth,2024,Disney,Licensed,Wish,46,1,3.5,,
30662,Maple's Pumpkin Garden,2024,Animal Crossing,Licensed,Promotional,29,1,3.8,6,
30663,Space Hoverbike,2024,City,Modern day,Space,46,1,3.7,6,
30664,Police Off-Road Buggy Car,2024,City,Modern day,Police,35,1,3.6,5,
30665,Baby Gorilla Encounter,2024,City,Modern day,Jungle Exploration,34,1,4.0,5,
30666,Gift Animals,2024,Creator,Model making,3 in 1,75,,3.6,6,
30667,Animal Birthday Party,2024,Creator,Model making,,72,,0.0,6,
30668,Easter Bunny with Colourful Eggs,2024,Creator,Model making,Seasonal,68,,3.3,6,
30669,Iconic Red Plane,2024,Creator,Model making,3 in 1,51,,3.6,6,
30670,Santa's Sleigh Ride,2024,Creator,Model making,Seasonal,73,,3.4,6,
30671,Aurora's Forest Playground,2024,Disney,Licensed,Sleeping Beauty,60,1,3.8,,
30672,Steve and Baby Panda,2024,Minecraft,Licensed,Minifig-scale,35,1,3.6,,
30673,My First Duck,2024,Duplo,Pre-school,My First,7,,0.0,,
30674,Zane's Dragon Power Vehicles,2024,Ninjago,Action/Adventure,Dragons Rising Season 1,55,,3.4,7,
30675,Tournament Training Ground,2024,Ninjago,Action/Adventure,Dragons Rising Season 2,49,2,3.9,,
30676,Kiki's Coconut Attack,2024,Sonic the Hedgehog,Licensed,Modern Games,42,1,3.4,6,
30677,Draco in the Forbidden Forest,2024,Harry Potter,Licensed,Philosopher's Stone,33,1,3.5,,
30678,Minions' Jetboard,2024,Despicable Me,Licensed,Despicable Me 4,48,1,3.8,6,
30679,Venom Street Bike,2024,Marvel Super Heroes,Licensed,Spider-Man,53,1,3.4,7,
30680,AAT,2024,Star Wars,Licensed,Episode I,75,,3.6,,
30682,NASA Mars Rover Perseverance,2024,Technic,Technical,Licensed,83,,3.9,7,
30683,McLaren Formula 1 Car,2024,Speed Champions,Licensed,McLaren,58,,4.0,7,
30685,TIE Interceptor,2024,Star Wars,Licensed,Episode VI,48,,3.7,,
31145,Red Dragon,2024,Creator,Model making,3 in 1,149,,3.8,6,9.99
31146,Flatbed Truck with Helicopter,2024,Creator,Model making,3 in 1,270,,3.6,7,19.99
31147,Retro Camera,2024,Creator,Model making,3 in 1,261,,4.1,8,19.99
31148,Retro Roller Skate,2024,Creator,Model making,3 in 1,342,,4.0,8,29.99
31149,Flowers in Watering Can,2024,Creator,Model making,3 in 1,420,,3.8,8,29.99
31150,Wild Safari Animals,2024,Creator,Model making,3 in 1,780,,4.5,9,64.99
31151,T. rex,2024,Creator,Model making,3 in 1,626,,4.1,9,59.99
31152,Space Astronaut,2024,Creator,Model making,3 in 1,647,,4.0,9,54.99
31153,Modern House,2024,Creator,Model making,3 in 1,939,2,3.9,9,99.99
31154,Forest Animals: Red Fox,2024,Creator,Model making,3 in 1,667,,4.4,9,49.99
31155,Hamster Wheel,2024,Creator,Model making,3 in 1,416,,0.0,8,29.99
31156,Tropical Ukulele,2024,Creator,Model making,3 in 1,387,,4.2,8,29.99
31157,Exotic Peacock,2024,Creator,Model making,3 in 1,355,,4.0,7,19.99
31158,Sea Animals,2024,Creator,Model making,3 in 1,421,,3.9,8,29.99
31211,The Fauna Collection - Macaw Parrots,2024,Art,Art and crafts,The Fauna Collection,644,,0.0,18,59.99
31212,The Milky Way Galaxy,2024,Art,Art and crafts,Miscellaneous,3091,,4.1,18,199.99
31213,Mona Lisa,2024,Art,Art and crafts,Paintings,1503,,4.3,18,99.99
40505,LEGO Building Systems,2024,Promotional,Miscellaneous,LEGO House,1211,,0.0,10,
40611,Year of the Dragon,2024,Seasonal,Miscellaneous,Chinese Traditional Festival,214,,3.6,8,
40668,Captain America & Red Hulk,2024,BrickHeadz,Licensed,Marvel Super Heroes,202,,3.7,10,19.99
40669,Iron Man MK5,2024,BrickHeadz,Licensed,Marvel Super Heroes,101,,3.8,10,9.99
40670,Iron Spider-Man,2024,BrickHeadz,Licensed,Marvel Super Heroes,91,,3.9,10,9.99
40671,Potted Groot,2024,BrickHeadz,Licensed,Marvel Super Heroes,113,,3.9,10,9.99
40672,Sonic the Hedgehog: Knuckles & Shadow,2024,BrickHeadz,Licensed,Sonic the Hedgehog,298,,4.0,10,19.99
40673,Spring Festival Mickey Mouse,2024,BrickHeadz,Licensed,Disney,120,,4.1,10,9.99
40674,Stitch,2024,BrickHeadz,Licensed,Disney,152,,4.0,10,12.99
40675,Clone Commander Cody,2024,BrickHeadz,Licensed,Star Wars,147,,4.0,10,9.99
40676,The Phantom Menace,2024,BrickHeadz,Licensed,Star Wars,732,,4.1,10,54.99
40677,Prisoner of Azkaban Figures,2024,BrickHeadz,Licensed,Wizarding World,697,,4.2,10,49.99
40678,Festival Calendar,2024,Seasonal,Miscellaneous,Chinese Traditional Festival,345,2,3.7,10,29.94
40679,Love Gift Box,2024,Seasonal,Miscellaneous,Valentine's Day,159,,3.5,8,
40680,Flower Store,2024,Promotional,Miscellaneous,Shops,338,,3.7,12,
40681,Retro Food Truck ,2024,Icons,Model making,Promotional,310,2,4.1,18,
40682,Spring Garden House,2024,Seasonal,Miscellaneous,Easter,277,,3.6,6,
40683,Flower Trellis Display,2024,Promotional,Miscellaneous,Botanical Collection,440,,3.7,12,
40684,Fruit Store,2024,Promotional,Miscellaneous,Shops,337,,3.6,12,
40685,Water Park,2024,Promotional,Miscellaneous,Gift with Purchase,132,2,3.4,7,
40686,Trade Federation Troop Carrier,2024,Star Wars,Licensed,Promotional,262,8,3.9,10,
